video_id,label
03jZdOzvjSc,0.7272727273
0H_xTEHRK0g,0.8
1A51_BQpTUU,0.6363636364
2zy9LV6ARSI,0.7272727273
4pixAOy_yrU,0.6363636364
6zP1g_Y_wSo,0.7272727273
7YRFE8tg-gY,1.0
8uLx9drXbkA,0.6
9_VsEs_T1hA,0.8181818182
CaPxqmkBDEg,0.5555555556
GXyEZXJCoYc,0.5555555556
Hjnd67MKhy0,0.8181818182
N7kj0sfe6og,0.8888888889
Nlt5PBrowKE,0.9090909091
Oj5N4H6Y9wg,0.8181818182
Q75-R4EMtZI,0.7777777778
ShQNrFfEYYs,1.0
SsXXGYdBdGk,0.6363636364
UOe4tcUhbQI,1.0
V_I6Q56vtjE,0.6
WA2U293-GRg,0.0
X5HxpB8u0h8,0.8181818182
XV-pGEY4rxc,0.8888888889
YJwkoX7KoOA,0.625
awC12PFFUuM,0.8181818182
iEOa6VM8zHg,0.5555555556
j163VvTQ3q8,0.6
jIwUwGE9aX8,0.6666666667
lxVGPACR5ok,0.7
plNUfhcTJnI,0.6363636364
rP05zGjuZu8,0.7272727273
tDrKOe8cs_0,0.5454545455
tUZaEuBnycc,0.7142857143
upTj79dRmZk,0.6666666667
vj-8ikMXPPk,0.8181818182
vk3B1EmqhCM,0.6666666667
vlkASwAkHaE,1.0
w-H1eYdPhPI,0.5
wApvCj3HDAU,0.5
y9EwhX7uyZ0,0.6666666667
-QtYNPHW0mQ,0.7
0UvOSHJz7U0,0.7979797980000001
13X23gF0K_4,0.8
14m0iXpHVAU,1.0
19KrsHv1OQw,0.7272727273
1G5Kkl_xjFY,1.0
1IauflS1rR0,1.0
1IjYsYT6KmQ,0.6666666667
1KceELBEzgw,0.86363636365
1PtxaxcPnGc,0.6
1hKkuOSe2vw,1.0
24v2zQHZUAE,0.9090909091
2WOM6we0SyM,0.7727272727500001
2n4gXcZ1CMc,0.74242424245
2uD0VmPdGIE,0.42222222220000005
30O9u8iC51g,0.95
3Fker8Nmd5Y,0.81363636365
3aUEf7VZLas,0.7777777778
4CCA9ojRAoU,0.9090909091
4L4FrsM6kFM,0.6
4UUyBAeVmQk,0.7878787879
4tTwjfZs3u8,0.9545454545500001
6obZRepfzGY,0.898989899
7rDt5QGWZf0,0.6590909091
84yjo_SqvVA,0.4444444444
86Iy9c8rSP0,0.6681818182
8ufoR2cQ04g,1.0
98qvFKR8OmQ,1.0
9ItbKVrDOtQ,1.0
9WAD1YM5R14,1.0
9tt-HuJRIIQ,0.9545454545500001
A-M6wSyw6IY,0.7803030303
AUMTTZ5aVIQ,1.0
ArD4wIAZtxI,0.90454545455
Ca353BNz0xU,1.0
CqeNdL_qJEg,0.86363636365
DgBYYFwd42A,0.68181818185
DjTC8drkMEE,0.8590909091000001
E9Dnyym6a94,0.6060606061
GHyF9JuWE6Q,0.7272727273
GJ_g6aDAx9k,0.8181818182
GeMEopvNJUM,0.898989899
HGeInTptfyU,0.9545454545500001
